relative_path,source_url,sha256,size_bytes,date_obs,wavelength_angstrom,shape_y,shape_x,exptime_s,wcs_valid
2017-04-01/0193/aia_synoptic.0193.20170401_220400.fits,https://sdo.oma.be/data/aia_synoptic/0193/2017/04/01/aia_synoptic.0193.20170401_220400.fits,fcc003f52d8c8166b0047bbd35cd0fb6cbaf57adfc59b588fb5727df920b7b6b,820800,2017-04-01T22:04:07.480000Z,193,1024,1024,0.084139,true
2017-04-01/0193/aia_synoptic.0193.20170401_220600.fits,https://sdo.oma.be/data/aia_synoptic/0193/2017/04/01/aia_synoptic.0193.20170401_220600.fits,26fb73e283793cce69a3741af089d3cdc9ef17bc3734d4bcc29c07f2a1414ce4,892800,2017-04-01T22:06:07.300000Z,193,1024,1024,0.209661,true
2017-04-01/0193/aia_synoptic.0193.20170401_220800.fits,https://sdo.oma.be/data/aia_synoptic/0193/2017/04/01/aia_synoptic.0193.20170401_220800.fits,197b239ae0565d8c4ea36764804762cdaf0f5b7249ab571c384f3ab95b17ed4f,820800,2017-04-01T22:08:07.480000Z,193,1024,1024,0.084133,true
2017-04-01/0193/aia_synoptic.0193.20170401_221200.fits,https://sdo.oma.be/data/aia_synoptic/0193/2017/04/01/aia_synoptic.0193.20170401_221200.fits,afba707db84ae0bcf79d25ded05f0348da7b37756dcadc031f97f2e4d0b7d163,984960,2017-04-01T22:12:06.860000Z,193,1024,1024,0.537354,true
2017-04-01/0193/aia_synoptic.0193.20170401_221600.fits,https://sdo.oma.be/data/aia_synoptic/0193/2017/04/01/aia_synoptic.0193.20170401_221600.fits,cd39f6ca9cbb32af1ea3859348c6809c71c02dc5955f823ed283077103aa0b9e,987840,2017-04-01T22:16:06.840000Z,193,1024,1024,0.549638,true
2017-04-01/0193/aia_synoptic.0193.20170401_222000.fits,https://sdo.oma.be/data/aia_synoptic/0193/2017/04/01/aia_synoptic.0193.20170401_222000.fits,6b86d3f4570949ccfcf0cfde9cb189021b4b5264a45766f3f01f2368135d0c47,990720,2017-04-01T22:20:06.820000Z,193,1024,1024,0.561925,true
2017-04-01/0211/aia_synoptic.0211.20170401_212000.fits,https://sdo.oma.be/data/aia_synoptic/0211/2017/04/01/aia_synoptic.0211.20170401_212000.fits,ac02e07884f99b1c481785068af106312b6436d565bd6edceafa4d566f49459a,1019520,2017-04-01T21:19:57.630000Z,211,1024,1024,2.901193,true
2017-04-01/0211/aia_synoptic.0211.20170401_213600.fits,https://sdo.oma.be/data/aia_synoptic/0211/2017/04/01/aia_synoptic.0211.20170401_213600.fits,08b892e605d7d1631cf782485583786358b7af35a6f0b58e8efc69fd1012cd06,1019520,2017-04-01T21:35:57.630000Z,211,1024,1024,2.901195,true
2017-04-01/0211/aia_synoptic.0211.20170401_220000.fits,https://sdo.oma.be/data/aia_synoptic/0211/2017/04/01/aia_synoptic.0211.20170401_220000.fits,16dc8648a87f55ccba9edddcbbf3c6c6e7408163ceb6a23b595b85ea033719da,1022400,2017-04-01T21:59:57.620000Z,211,1024,1024,2.901221,true
2017-04-01/0335/aia_synoptic.0335.20170401_212000.fits,https://sdo.oma.be/data/aia_synoptic/0335/2017/04/01/aia_synoptic.0335.20170401_212000.fits,700d8e5daac6fccc43ecb813e0ecc789a1a682e59e204f89105752b1f8e01a9a,737280,2017-04-01T21:20:00.630000Z,335,1024,1024,2.900826,true
2017-04-01/0335/aia_synoptic.0335.20170401_213600.fits,https://sdo.oma.be/data/aia_synoptic/0335/2017/04/01/aia_synoptic.0335.20170401_213600.fits,6ea6300f5f5e304469d2d92d8c973fed22c29dcc72430bd6b81be09f66c4ba27,737280,2017-04-01T21:36:00.630000Z,335,1024,1024,2.900822,true
2017-04-01/0335/aia_synoptic.0335.20170401_220000.fits,https://sdo.oma.be/data/aia_synoptic/0335/2017/04/01/aia_synoptic.0335.20170401_220000.fits,46d5e7ee946475f0c70c8025de47e62ada068a851a5b0eedc4cc4486d534d5da,740160,2017-04-01T22:00:00.620000Z,335,1024,1024,2.900798,true
2017-04-03/0094/aia_synoptic.0094.20170403_140400.fits,https://sdo.oma.be/data/aia_synoptic/0094/2017/04/03/aia_synoptic.0094.20170403_140400.fits,e030ea2029bdc8bbbabdf498ffbe98ec3dab704d85059281bb6e162f85b0fdfd,725760,2017-04-03T14:03:59.120000Z,94,1024,1024,2.900843,true
2017-04-03/0094/aia_synoptic.0094.20170403_142000.fits,https://sdo.oma.be/data/aia_synoptic/0094/2017/04/03/aia_synoptic.0094.20170403_142000.fits,f6e6d7a21171c83ae00e3ecfe0a75cbff25c9f7f718d8318778c4ddd68c8bdc4,725760,2017-04-03T14:19:59.120000Z,94,1024,1024,2.900842,true
2017-04-03/0094/aia_synoptic.0094.20170403_144400.fits,https://sdo.oma.be/data/aia_synoptic/0094/2017/04/03/aia_synoptic.0094.20170403_144400.fits,68e258c454c85e8f8bbae5ccf72f67ec80526f8e4b84cbf7a187e66a88d838a7,731520,2017-04-03T14:43:59.120000Z,94,1024,1024,2.900843,true
2017-04-03/0131/aia_synoptic.0131.20170403_140400.fits,https://sdo.oma.be/data/aia_synoptic/0131/2017/04/03/aia_synoptic.0131.20170403_140400.fits,73aead1de8a2bff0f965654b80be2fb59df3cc35f24b27eca5b539221e298c2c,864000,2017-04-03T14:04:06.620000Z,131,1024,1024,2.90135,true
2017-04-03/0131/aia_synoptic.0131.20170403_142000.fits,https://sdo.oma.be/data/aia_synoptic/0131/2017/04/03/aia_synoptic.0131.20170403_142000.fits,7ef239df6ca378bd20ccdde42a9ce6f2fdfdd78eec661deb3461361731c77b0f,864000,2017-04-03T14:20:06.630000Z,131,1024,1024,2.901345,true
2017-04-03/0131/aia_synoptic.0131.20170403_144400.fits,https://sdo.oma.be/data/aia_synoptic/0131/2017/04/03/aia_synoptic.0131.20170403_144400.fits,a5d3476dc1d6677a39ea83e52a39d2f4f465d6031a17f457cdb2dbeba9b3f4e7,771840,2017-04-03T14:44:09.600000Z,131,1024,1024,0.718117,true
2017-04-03/0171/aia_synoptic.0171.20170403_140400.fits,https://sdo.oma.be/data/aia_synoptic/0171/2017/04/03/aia_synoptic.0171.20170403_140400.fits,518c1f69e05b5dc250729ecea1adf1fe08717eed6c5c3299ba7512d029ee21fb,1198080,2017-04-03T14:04:09.350000Z,171,1024,1024,2.00018,true
2017-04-03/0171/aia_synoptic.0171.20170403_140800.fits,https://sdo.oma.be/data/aia_synoptic/0171/2017/04/03/aia_synoptic.0171.20170403_140800.fits,152a6acc9697c769149d7b8e833222643630ff1668640f4e0b6770474ccd4ad1,1198080,2017-04-03T14:08:09.350000Z,171,1024,1024,2.000181,true
2017-04-03/0171/aia_synoptic.0171.20170403_141200.fits,https://sdo.oma.be/data/aia_synoptic/0171/2017/04/03/aia_synoptic.0171.20170403_141200.fits,6240d71320c93b209783947706cd5dc226415457d143ab7453039bec736d6681,1198080,2017-04-03T14:12:09.350000Z,171,1024,1024,2.000183,true
